regla_id,tabla,cuadro_origen,literal_actual,literal_fuente_correcto,causa,alcance_correccion,clave_contexto,decision,confianza,evidencia_pdf,observaciones
R076,resueltas_por_tipo_proceso,5.1.1.2,CONCURSALES O,CONCURSALES,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.1.1.2|paginas=136;137;140;141|literal_actual=CONCURSALES O,confirmado,alta,"PDF pp. 136;137;140;141, cuadro(s) 5.1.1.2: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R077,resueltas_por_tipo_proceso,5.1.2.2;6.1.2.2,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR DE,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.1.2.2;6.1.2.2|paginas=188;459;463|literal_actual=CONSTITUCIÓN DEL PATRIMONIO FAMILIAR DE,confirmado,alta,"PDF pp. 188;459;463, cuadro(s) 5.1.2.2;6.1.2.2: la fila fuente es «CONSTITUCIÓN DEL PATRIMONIO FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R078,resueltas_por_tipo_proceso,6.3.2.3,CONTRA LA VIOLENCIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=6.3.2.3|paginas=633|literal_actual=CONTRA LA VIOLENCIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,confirmado,alta,"PDF pp. 633, cuadro(s) 6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R079,resueltas_por_tipo_proceso,5.3.2.3,CONTRA LA VIOLENCIA HACIA LAS MUJERES ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.3.2.3|paginas=369;370|literal_actual=CONTRA LA VIOLENCIA HACIA LAS MUJERES ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,confirmado,alta,"PDF pp. 369;370, cuadro(s) 5.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R080,resueltas_por_tipo_proceso,5.1.2.2;6.1.2.2,DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.1.2.2;6.1.2.2|paginas=189;190;191;192;193;194;195;196;197;198;460;461;462;464;465;466;467;468|literal_actual=DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,confirmado,alta,"PDF pp. 189;190;191;192;193;194;195;196;197;198;460;461;462;464;465;466;467;468, cuadro(s) 5.1.2.2;6.1.2.2: la fila fuente es «CONSTITUCIÓN DEL PATRIMONIO FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R081,resueltas_por_tipo_proceso,6.1.1.2,DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=6.1.1.2|paginas=409;411;412;413;414;415;416;417;418|literal_actual=DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,confirmado,alta,"PDF pp. 409;411;412;413;414;415;416;417;418, cuadro(s) 6.1.1.2: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R082,resueltas_por_tipo_proceso,6.1.1.2,DE N EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=6.1.1.2|paginas=410|literal_actual=DE N EJECUCIÓN COACTIVA DE SUMAS DE DINERO,confirmado,alta,"PDF pp. 410, cuadro(s) 6.1.1.2: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R083,resueltas_por_tipo_proceso,5.1.1.2,O CONCURSALES,CONCURSALES,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.1.1.2|paginas=132;134;135;138;139;142|literal_actual=O CONCURSALES,confirmado,alta,"PDF pp. 132;134;135;138;139;142, cuadro(s) 5.1.1.2: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R084,resueltas_por_tipo_proceso,5.1.1.2,ORDINARIO O,ORDINARIO,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.1.1.2|paginas=142|literal_actual=ORDINARIO O,confirmado,alta,"PDF pp. 142, cuadro(s) 5.1.1.2: la fila fuente es «ORDINARIO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R085,resueltas_por_tipo_proceso,6.1.1.2,OTROS REGISTROS PÚBLICOS,"INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL REGISTRO DE DERECHOS REALES, ASI COMO EN OTROS REGISTROS PÚBLICOS",inicio_multilinea_asignado_a_fila_anterior,correccion_acotada_por_fila_contexto,tabla=resueltas_por_tipo_proceso|cuadro=6.1.1.2|paginas=415|literal_actual=OTROS REGISTROS PÚBLICOS,confirmado,alta,"PDF pp. 415, cuadro(s) 6.1.1.2: la fila fuente es «INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL REGISTRO DE DERECHOS REALES, ASI COMO EN OTROS REGISTROS PÚBLICOS»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R086,resueltas_por_tipo_proceso,5.3.2.3;6.3.2.3,PENAL COMUN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.3.2.3;6.3.2.3|paginas=369;370;631;632;633|literal_actual=PENAL COMUN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,confirmado,alta,"PDF pp. 369;370;631;632;633, cuadro(s) 5.3.2.3;6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R087,resueltas_por_tipo_proceso,5.1.1.2,SO CONCURSALES,CONCURSALES,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.1.1.2|paginas=133|literal_actual=SO CONCURSALES,confirmado,alta,"PDF pp. 133, cuadro(s) 5.1.1.2: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
